Year,Month,Day,Max Temp,Min Temp,GDD
2003,12,06,3.8,-7.2,0
2003,12,07,0.7,-14.2,0
2003,12,08,-11.2,-17.1,0
2003,12,09,-11.8,-17.7,0
2003,12,10,-9.3,-17.7,0
2003,12,11,-14.0,-24.9,0
2003,12,12,-6.0,-23.6,0
2003,12,13,-5.3,-16.0,0
2003,12,14,-3.2,-9.7,0
2003,12,15,-6.3,-11.3,0
2003,12,16,-5.4,-14.7,0
2003,12,17,4.0,-7.8,0
2003,12,18,-0.7,-11.9,0
2003,12,19,-0.1,-12.0,0
2003,12,20,5.3,-10.1,0
2003,12,21,4.3,-4.2,0
2003,12,22,-0.6,-12.6,0
2003,12,23,2.0,-12.8,0
2003,12,24,1.2,-4.8,0
2003,12,25,2.0,-8.9,0
2003,12,26,-2.4,-13.7,0
2003,12,27,-2.3,-8.5,0
2003,12,28,-5.0,-13.6,0
2003,12,29,-11.0,-14.2,0
2003,12,30,-12.3,-20.3,0
2003,12,31,-14.6,-22.1,0
2004,01,01,-15.1,-21.3,0
2004,01,02,-20.5,-27.0,0
2004,01,03,-26.9,-35.1,0
2004,01,04,-28.0,-34.9,0
2004,01,05,-15.5,-33.1,0
2004,01,06,-11.2,-23.3,0
2004,01,07,-14.8,-26.2,0
2004,01,08,-12.5,-19.8,0
2004,01,09,-10.6,-16.2,0
2004,01,10,-8.3,-19.2,0
2004,01,11,0.9,-13.7,0
2004,01,12,-2.4,-18.1,0
2004,01,13,-7.1,-18.1,0
2004,01,14,-4.8,-16.5,0
2004,01,15,-3.3,-12.5,0
2004,01,16,-6.1,-19.2,0
2004,01,17,-19.1,-25.2,0
2004,01,18,-12.5,-23.0,0
2004,01,19,-7.4,-15.0,0
2004,01,20,-2.2,-18.8,0
2004,01,21,-17.8,-21.7,0
2004,01,22,-8.8,-17.9,0
2004,01,23,-13.3,-20.3,0
2004,01,24,-16.2,-19.6,0
2004,01,25,-19.5,-22.0,0
2004,01,26,-22.0,-34.6,0
2004,01,27,-30.5,-44.2,0
2004,01,28,-32.7,-44.9,0
2004,01,29,-27.4,-38.7,0
2004,01,30,-19.8,-27.4,0
2004,01,31,-20.4,-26.2,0
2004,02,01,-19.7,-34.6,0
2004,02,02,-25.1,-38.2,0
2004,02,03,-19.0,-33.0,0
2004,02,04,-10.3,-22.7,0
2004,02,05,-11.8,-21.6,0
2004,02,06,-8.7,-22.1,0
2004,02,07,-0.2,-14.1,0
2004,02,08,-1.9,-11.4,0
2004,02,09,-5.9,-11.2,0
2004,02,10,2.7,-15.2,0
2004,02,11,-13.0,-26.9,0
2004,02,12,1.2,-13.0,0
2004,02,13,-3.0,-16.7,0
2004,02,14,-14.3,-16.7,0
2004,02,15,-11.2,-16.2,0
2004,02,16,-5.7,-15.3,0
2004,02,17,3.9,-10.5,0
2004,02,18,-0.6,-13.4,0
2004,02,19,3.2,-11.1,0
2004,02,20,2.8,-10.4,0
2004,02,21,1.6,-7.4,0
2004,02,22,1.8,-12.3,0
2004,02,23,2.8,-10.0,0
2004,02,24,0.7,-8.6,0
2004,02,25,-2.5,-10.6,0
2004,02,26,-2.8,-5.6,0
2004,02,27,-0.8,-2.8,0
2004,02,28,-0.5,-14.0,0
2004,02,29,-3.8,-13.4,0
2004,03,01,-2.1,-8.0,0
2004,03,02,-6.5,-22.6,0
2004,03,03,-14.1,-30.0,0
2004,03,04,-13.5,-20.5,0
2004,03,05,-3.6,-21.5,0
2004,03,06,-1.1,-10.0,0
2004,03,07,3.2,-14.6,0
2004,03,08,5.0,-4.8,0
2004,03,09,5.4,-0.2,0
2004,03,10,0.2,-17.9,0
2004,03,11,4.2,-17.9,0
2004,03,12,3.7,-7.8,0
2004,03,13,-2.6,-2.8,0
2004,03,14,-1.2,-11.4,0
2004,03,15,1.8,-6.3,0
2004,03,16,2.0,-6.1,0
2004,03,17,2.0,-7.9,0
2004,03,18,1.3,-8.7,0
2004,03,19,1.3,-6.4,0
2004,03,20,-5.8,-13.7,0
2004,03,21,0.2,-12.0,0
2004,03,22,-3.8,-11.2,0
2004,03,23,5.9,-7.7,0
2004,03,24,10.2,-6.0,0
2004,03,25,2.1,-13.5,0
2004,03,26,-0.5,-14.1,0
2004,03,27,9.7,-1.2,0
2004,03,28,4.2,-1.3,0
2004,03,29,8.5,-2.5,0
2004,03,30,16.8,-1.4,0
2004,03,31,14.3,1.2,0
2004,04,01,6.6,-1.6,0
2004,04,02,12.5,-3.1,0
2004,04,03,16.3,-4.2,0
2004,04,04,19.6,3.0,1.3000000000000007
2004,04,05,16.6,0.3,0
2004,04,06,15.5,-1.6,0
2004,04,07,12.2,-3.9,0
2004,04,08,6.8,-6.9,0
2004,04,09,5.1,-7.7,0
2004,04,10,6.7,-7.0,0
2004,04,11,9.5,-5.2,0
2004,04,12,12.6,2.8,0
2004,04,13,8.6,1.8,0
2004,04,14,7.7,-3.9,0
2004,04,15,13.0,-0.4,0
2004,04,16,5.9,-3.6,0
2004,04,17,3.4,-2.2,0
2004,04,18,10.4,0.1,0
2004,04,19,19.2,-2.0,0
2004,04,20,13.1,-0.8,0
2004,04,21,13.1,-5.9,0
2004,04,22,12.4,-3.6,0
2004,04,23,21.7,-6.8,0
2004,04,24,16.3,1.3,0
2004,04,25,14.4,-0.9,0
2004,04,26,22.3,-4.4,0
2004,04,27,26.0,5.8,5.9
2004,04,28,10.1,-1.7,0
2004,04,29,9.6,-6.4,0
2004,04,30,9.6,-2.0,0
2004,05,01,12.1,-6.2,0
2004,05,02,24.2,1.2,2.6999999999999993
2004,05,03,18.9,-2.1,0
2004,05,04,22.9,-4.9,0
2004,05,05,6.8,-0.7,0
2004,05,06,10.9,-5.4,0
2004,05,07,18.7,0.8,0
2004,05,08,25.8,-1.0,2.4000000000000004
2004,05,09,13.3,-6.2,0
2004,05,10,8.3,-10.2,0
2004,05,11,10.4,2.7,0
2004,05,12,9.3,1.6,0
2004,05,13,12.1,-4.1,0
2004,05,14,13.4,-1.4,0
2004,05,15,11.3,1.3,0
2004,05,16,17.7,-1.6,0
2004,05,17,21.6,5.5,3.5500000000000007
2004,05,18,26.2,3.9,5.049999999999999
2004,05,19,20.7,3.7,2.1999999999999993
2004,05,20,8.1,-0.8,0
2004,05,21,6.7,2.7,0
2004,05,22,13.3,-0.1,0
2004,05,23,13.9,2.4,0
2004,05,24,16.1,1.4,0
2004,05,25,17.0,3.9,0.4499999999999993
2004,05,26,14.4,4.8,0
2004,05,27,21.5,7.8,4.65
2004,05,28,24.7,7.8,6.25
2004,05,29,16.0,12.0,4.0
2004,05,30,18.1,10.0,4.050000000000001
2004,05,31,13.3,9.5,1.4000000000000004
2004,06,01,13.9,8.1,1.0
2004,06,02,24.4,3.4,3.8999999999999986
2004,06,03,27.0,8.8,7.899999999999999
2004,06,04,27.8,11.4,9.600000000000001
2004,06,05,26.5,5.8,6.149999999999999
2004,06,06,18.1,10.6,4.350000000000001
2004,06,07,12.8,7.3,0.05000000000000071
2004,06,08,13.0,4.9,0
2004,06,09,20.5,2.5,1.5
2004,06,10,15.4,10.5,2.9499999999999993
2004,06,11,12.9,10.0,1.4499999999999993
2004,06,12,12.8,9.3,1.0500000000000007
2004,06,13,12.1,7.2,0
2004,06,14,13.9,5.1,0
2004,06,15,17.5,9.0,3.25
2004,06,16,19.4,5.7,2.549999999999999
2004,06,17,13.2,3.0,0
2004,06,18,20.3,2.4,1.3499999999999996
2004,06,19,23.9,7.7,5.799999999999999
2004,06,20,18.3,7.9,3.1000000000000014
2004,06,21,20.9,4.4,2.6499999999999986
2004,06,22,19.2,5.9,2.5500000000000007
2004,06,23,15.7,1.4,0
2004,06,24,19.5,0.9,0.1999999999999993
2004,06,25,20.3,3.8,2.0500000000000007
2004,06,26,21.3,6.0,3.6500000000000004
2004,06,27,25.8,5.6,5.699999999999999
2004,06,28,27.9,8.0,7.949999999999999
2004,06,29,29.7,10.5,10.100000000000001
2004,06,30,24.6,11.0,7.800000000000001
2004,07,01,26.5,13.9,10.2
2004,07,02,22.3,14.6,8.45
2004,07,03,15.5,10.8,3.1500000000000004
2004,07,04,15.5,7.4,1.4499999999999993
2004,07,05,20.0,7.7,3.8499999999999996
2004,07,06,22.3,7.4,4.850000000000001
2004,07,07,19.0,13.4,6.199999999999999
2004,07,08,17.2,10.6,3.8999999999999986
2004,07,09,20.9,10.4,5.649999999999999
2004,07,10,24.3,8.9,6.600000000000001
2004,07,11,26.9,14.0,10.45
2004,07,12,22.4,9.7,6.049999999999997
2004,07,13,26.5,11.8,9.149999999999999
2004,07,14,26.5,14.5,10.5
2004,07,15,25.5,12.8,9.149999999999999
2004,07,16,27.6,13.5,10.55
2004,07,17,30.9,15.3,13.100000000000001
2004,07,18,30.4,15.1,12.75
2004,07,19,31.5,14.9,13.2
2004,07,20,27.5,14.1,10.8
2004,07,21,18.1,12.1,5.100000000000001
2004,07,22,22.3,6.1,4.199999999999999
2004,07,23,26.1,9.5,7.800000000000001
2004,07,24,28.9,9.7,9.299999999999997
2004,07,25,31.6,13.0,12.3
2004,07,26,26.6,11.4,9.0
2004,07,27,20.3,11.3,5.800000000000001
2004,07,28,15.0,5.1,0.05000000000000071
2004,07,29,18.8,0.7,0
2004,07,30,25.5,5.4,5.449999999999999
2004,07,31,23.0,8.7,5.85
2004,08,01,22.2,5.2,3.6999999999999993
2004,08,02,25.3,6.5,5.9
2004,08,03,26.5,9.3,7.899999999999999
2004,08,04,25.5,14.7,10.100000000000001
2004,08,05,29.6,14.6,12.100000000000001
2004,08,06,30.7,16.2,13.45
2004,08,07,21.4,9.6,5.5
2004,08,08,16.5,11.3,3.9000000000000004
2004,08,09,13.7,6.2,0
2004,08,10,22.3,3.8,3.0500000000000007
2004,08,11,22.1,10.3,6.200000000000003
2004,08,12,22.6,7.2,4.9
2004,08,13,26.2,8.3,7.25
2004,08,14,29.3,9.0,9.149999999999999
2004,08,15,23.7,9.5,6.600000000000001
2004,08,16,24.9,7.7,6.300000000000001
2004,08,17,23.3,7.4,5.350000000000001
2004,08,18,19.0,3.7,1.3499999999999996
2004,08,19,17.7,3.8,0.75
2004,08,20,22.0,0.0,1.0
2004,08,21,19.9,6.9,3.3999999999999986
2004,08,22,15.0,6.9,0.9499999999999993
2004,08,23,10.0,7.9,0
2004,08,24,15.1,7.5,1.3000000000000007
2004,08,25,19.8,9.3,4.550000000000001
2004,08,26,18.4,5.8,2.0999999999999996
2004,08,27,21.1,2.7,1.9000000000000004
2004,08,28,22.9,9.6,6.25
2004,08,29,18.7,8.0,3.3499999999999996
2004,08,30,13.7,8.0,0.8499999999999996
2004,08,31,18.4,9.2,3.799999999999999
2004,09,01,18.7,9.5,4.1
2004,09,02,21.1,9.7,5.4
2004,09,03,20.8,5.7,3.25
2004,09,04,20.8,5.2,3.0
2004,09,05,19.5,9.0,4.25
2004,09,06,13.6,3.3,0
2004,09,07,17.8,-0.2,0
2004,09,08,19.5,8.7,4.1
2004,09,09,12.5,3.5,0
2004,09,10,5.4,1.4,0
2004,09,11,12.0,2.5,0
2004,09,12,13.8,4.9,0
2004,09,13,16.7,4.4,0.5500000000000007
2004,09,14,20.5,6.8,3.6500000000000004
2004,09,15,19.9,3.1,1.5
2004,09,16,18.7,2.8,0.75
2004,09,17,20.0,5.7,2.8499999999999996
2004,09,18,20.2,8.3,4.25
2004,09,19,14.6,7.2,0.9000000000000004
2004,09,20,10.3,0.1,0
2004,09,21,16.4,-0.3,0
2004,09,22,14.8,4.7,0
2004,09,23,20.5,1.0,0.75
2004,09,24,21.3,3.5,2.4000000000000004
2004,09,25,21.8,5.7,3.75
2004,09,26,17.4,3.4,0.3999999999999986
2004,09,27,18.8,-1.7,0
2004,09,28,22.1,6.9,4.5
2004,09,29,15.7,3.6,0
2004,09,30,12.1,-4.3,0
2004,10,01,9.1,-7.6,0
2004,10,02,19.5,-3.8,0
2004,10,03,7.6,-4.3,0
2004,10,04,23.0,-4.3,0
2004,10,05,23.5,0.1,1.8000000000000007
2004,10,06,24.7,6.5,5.6
2004,10,07,15.9,1.1,0
2004,10,08,19.8,-2.0,0
2004,10,09,26.5,6.4,6.449999999999999
2004,10,10,18.6,2.0,0.3000000000000007
2004,10,11,18.0,2.6,0.3000000000000007
2004,10,12,13.1,6.0,0
2004,10,13,10.5,-5.9,0
2004,10,14,14.2,-1.1,0
2004,10,15,5.5,-1.7,0
2004,10,16,-0.6,-4.7,0
2004,10,17,-1.3,-5.0,0
2004,10,18,-1.7,-4.2,0
2004,10,19,-1.8,-6.5,0
2004,10,20,-2.0,-4.0,0
2004,10,21,0.4,-2.8,0
2004,10,22,1.7,-3.4,0
2004,10,23,1.7,-4.0,0
2004,10,24,0.3,-3.9,0
2004,10,25,-0.2,-3.0,0
2004,10,26,4.6,-8.0,0
2004,10,27,2.9,0.6,0
2004,10,28,1.6,-4.8,0
2004,10,29,5.5,-4.9,0
2004,10,30,9.4,-4.0,0
2004,10,31,6.4,-3.0,0
2004,11,01,4.4,-6.3,0
2004,11,02,6.8,-3.0,0
2004,11,03,6.0,-4.8,0
2004,11,04,5.7,-5.0,0
2004,11,05,12.2,-2.7,0
2004,11,06,5.1,-3.5,0
2004,11,07,0.9,-10.1,0
2004,11,08,4.1,-3.9,0
2004,11,09,5.2,-5.9,0
2004,11,10,-0.1,-10.4,0
2004,11,11,3.5,-9.0,0
2004,11,12,5.9,-10.3,0
2004,11,13,8.5,-8.1,0
2004,11,14,5.3,-9.7,0
2004,11,15,13.2,1.5,0
2004,11,16,10.3,-1.6,0
2004,11,17,8.7,-5.9,0
2004,11,18,6.5,-7.1,0
2004,11,19,3.2,-8.1,0
2004,11,20,0.5,-13.3,0
2004,11,21,4.3,-10.2,0
2004,11,22,3.7,-9.8,0
2004,11,23,-2.1,-13.0,0
2004,11,24,-1.2,-12.3,0
2004,11,25,5.2,-10.1,0
2004,11,26,0.0,-11.6,0
2004,11,27,-2.5,-11.8,0
2004,11,28,1.4,-16.8,0
2004,11,29,2.7,-3.6,0
2004,11,30,-0.2,-13.3,0
2004,12,01,-7.4,-12.8,0
2004,12,02,2.5,-8.9,0
2004,12,03,10.9,-2.7,0
2004,12,04,0.1,-16.4,0
2004,12,05,-12.2,-16.4,0
2004,12,06,-12.4,-19.7,0
2004,12,07,-16.7,-25.8,0
2004,12,08,-14.2,-25.0,0
2004,12,09,-13.9,-19.2,0
2004,12,10,-0.3,-15.0,0
2004,12,11,2.9,-5.4,0
2004,12,12,-3.5,-11.2,0
2004,12,13,-2.7,-16.2,0
2004,12,14,1.0,-6.6,0
2004,12,15,2.8,-8.8,0
2004,12,16,-1.2,-16.2,0
2004,12,17,5.4,-7.3,0
2004,12,18,-4.3,-17.2,0
2004,12,19,6.8,-12.0,0
2004,12,20,3.0,-18.8,0
2004,12,21,-18.1,-24.0,0
2004,12,22,-21.3,-31.1,0
2004,12,23,-15.5,-32.4,0
2004,12,24,-7.7,-16.0,0
2004,12,25,-9.5,-18.1,0
2004,12,26,-14.2,-25.9,0
2004,12,27,-14.6,-27.0,0
2004,12,28,-8.2,-21.2,0
2004,12,29,-13.5,-23.3,0
2004,12,30,-13.0,-17.8,0
2004,12,31,-16.7,-20.6,0
2005,01,01,-17.4,-21.3,0
2005,01,02,-17.9,-24.4,0
2005,01,03,-18.7,-29.9,0
2005,01,04,-25.9,-35.0,0
2005,01,05,-18.1,-33.0,0
2005,01,06,-8.4,-20.1,0
2005,01,07,-11.1,-16.0,0
2005,01,08,-14.2,-17.0,0
2005,01,09,-16.2,-31.0,0
2005,01,10,-20.8,-31.1,0
2005,01,11,-18.4,-28.2,0
2005,01,12,-21.2,-29.4,0
2005,01,13,-28.5,-36.5,0
2005,01,14,-25.7,-39.2,0
2005,01,15,-23.5,-34.9,0
2005,01,16,-24.2,-34.9,0
2005,01,17,-4.6,-25.0,0
2005,01,18,-1.5,-16.7,0
2005,01,19,-12.6,-16.5,0
2005,01,20,-13.5,-16.8,0
2005,01,21,-13.4,-32.6,0
2005,01,22,-11.4,-32.6,0
2005,01,23,-0.2,-16.9,0
2005,01,24,1.2,-9.1,0
2005,01,25,4.5,-13.2,0
2005,01,26,-7.4,-14.6,0
2005,01,27,-3.9,-13.5,0
2005,01,28,-5.0,-15.0,0
2005,01,29,-2.4,-15.0,0
2005,01,30,-1.9,-11.2,0
2005,01,31,4.0,-4.4,0
2005,02,01,4.0,-9.2,0
2005,02,02,6.7,-4.3,0
2005,02,03,1.2,-7.7,0
2005,02,04,-3.5,-17.7,0
2005,02,05,-16.2,-18.9,0
2005,02,06,-17.7,-25.2,0
2005,02,07,-14.9,-26.6,0
2005,02,08,-11.7,-24.1,0
2005,02,09,-4.5,-23.7,0
2005,02,10,-3.6,-14.0,0
2005,02,11,-0.6,-9.5,0
2005,02,12,1.7,-9.8,0
2005,02,13,0.2,-13.7,0
2005,02,14,-6.1,-21.3,0
2005,02,15,-9.1,-21.2,0
2005,02,16,-6.3,-20.7,0
2005,02,17,-6.4,-20.5,0
2005,02,18,-8.6,-25.2,0
2005,02,19,-13.2,-25.3,0
2005,02,20,-12.5,-24.0,0
2005,02,21,-8.3,-18.3,0
2005,02,22,-9.0,-23.3,0
2005,02,23,-7.2,-20.9,0
2005,02,24,-3.4,-17.1,0
2005,02,25,-6.5,-19.3,0
2005,02,26,-2.8,-15.0,0
2005,02,27,-6.0,-18.8,0
2005,02,28,-3.8,-12.3,0
2005,03,01,-5.7,-19.5,0
2005,03,02,-3.6,-19.5,0
2005,03,03,3.0,-12.5,0
2005,03,04,3.4,-11.5,0
2005,03,05,3.1,-9.1,0
2005,03,06,1.9,-4.9,0
2005,03,07,-1.9,-10.2,0
2005,03,08,1.9,-4.8,0
2005,03,09,6.8,-1.1,0
2005,03,10,2.6,-2.8,0
2005,03,11,2.4,-9.3,0
2005,03,12,-7.7,-14.0,0
2005,03,13,-6.9,-17.1,0
2005,03,14,-0.2,-13.5,0
2005,03,15,-7.3,-14.9,0
2005,03,16,-8.9,-17.7,0
2005,03,17,-6.1,-11.0,0
2005,03,18,-5.1,-8.3,0
2005,03,19,-6.4,-15.3,0
2005,03,20,-3.5,-15.7,0
2005,03,21,-4.4,-6.0,0
2005,03,22,-2.3,-6.1,0
2005,03,23,-4.3,-16.5,0
2005,03,24,-6.8,-21.6,0
2005,03,25,-3.4,-19.5,0
2005,03,26,3.3,-16.0,0
2005,03,27,3.2,-8.9,0
2005,03,28,3.6,-2.0,0
2005,03,29,1.3,0.3,0
2005,03,30,5.6,-1.6,0
2005,03,31,5.8,-2.0,0
2005,04,01,9.5,-2.0,0
2005,04,02,8.6,1.1,0
2005,04,03,10.7,-3.4,0
2005,04,04,8.2,-0.7,0
2005,04,05,13.7,1.7,0
2005,04,06,16.7,-1.6,0
2005,04,07,23.8,0.9,2.3499999999999996
2005,04,08,23.9,6.9,5.399999999999999
2005,04,09,14.6,4.5,0
2005,04,10,5.8,-0.6,0
2005,04,11,11.7,-2.9,0
2005,04,12,6.5,-0.6,0
2005,04,13,16.7,0.4,0
2005,04,14,18.1,0.2,0
2005,04,15,12.2,0.2,0
2005,04,16,17.6,-1.8,0
2005,04,17,18.7,6.3,2.5
2005,04,18,15.2,0.7,0
2005,04,19,13.7,-3.8,0
2005,04,20,18.9,-0.5,0
2005,04,21,17.7,3.2,0.4499999999999993
2005,04,22,16.7,-0.8,0
2005,04,23,21.6,2.7,2.1500000000000004
2005,04,24,15.9,3.3,0
2005,04,25,13.5,-0.6,0
2005,04,26,9.0,-1.1,0
2005,04,27,4.4,-3.9,0
2005,04,28,1.1,-5.1,0
2005,04,29,-0.1,-4.9,0
2005,04,30,2.6,-5.6,0
2005,05,01,6.6,-5.7,0
2005,05,02,9.2,-9.6,0
2005,05,03,15.7,-5.1,0
2005,05,04,19.8,3.1,1.450000000000001
2005,05,05,20.3,0.6,0.45000000000000107
2005,05,06,19.0,8.6,3.8000000000000007
2005,05,07,18.0,5.8,1.9000000000000004
2005,05,08,17.9,5.6,1.75
2005,05,09,19.7,1.6,0.6500000000000004
2005,05,10,12.5,-2.3,0
2005,05,11,12.3,-4.2,0
2005,05,12,18.0,-0.5,0
2005,05,13,8.7,-2.0,0
2005,05,14,14.5,-5.7,0
2005,05,15,19.3,4.1,1.6999999999999993
2005,05,16,25.1,6.7,5.9
2005,05,17,18.8,11.5,5.15
2005,05,18,14.9,8.2,1.5500000000000007
2005,05,19,23.7,5.7,4.699999999999999
2005,05,20,22.8,7.6,5.199999999999999
2005,05,21,15.7,9.1,2.3999999999999986
2005,05,22,22.5,4.8,3.6500000000000004
2005,05,23,19.1,9.7,4.4
2005,05,24,13.9,8.4,1.1500000000000004
2005,05,25,13.6,6.1,0
2005,05,26,12.2,5.4,0
2005,05,27,17.0,6.6,1.8000000000000007
2005,05,28,14.8,4.7,0
2005,05,29,18.5,1.0,0
2005,05,30,21.3,7.1,4.199999999999999
2005,05,31,23.0,7.9,5.449999999999999
2005,06,01,16.9,10.8,3.8499999999999996
2005,06,02,18.1,11.1,4.600000000000001
2005,06,03,18.1,10.3,4.200000000000001
2005,06,04,14.1,8.4,1.25
2005,06,05,14.2,8.6,1.3999999999999986
2005,06,06,17.4,8.5,2.9499999999999993
2005,06,07,12.2,6.8,0
2005,06,08,12.8,7.2,0
2005,06,09,18.7,7.2,2.9499999999999993
2005,06,10,20.1,6.5,3.3000000000000007
2005,06,11,24.7,7.2,5.949999999999999
2005,06,12,25.1,9.2,7.149999999999999
2005,06,13,24.4,10.0,7.199999999999999
2005,06,14,22.2,13.0,7.600000000000001
2005,06,15,19.8,10.0,4.9
2005,06,16,21.6,7.0,4.300000000000001
2005,06,17,19.5,13.1,6.300000000000001
2005,06,18,21.6,13.7,7.649999999999999
2005,06,19,19.1,9.9,4.5
2005,06,20,20.1,8.2,4.15
2005,06,21,27.2,8.2,7.699999999999999
2005,06,22,30.0,15.8,12.899999999999999
2005,06,23,19.6,10.5,5.050000000000001
2005,06,24,14.5,6.9,0.6999999999999993
2005,06,25,19.9,6.0,2.9499999999999993
2005,06,26,18.1,9.9,4.0
2005,06,27,20.9,5.8,3.3499999999999996
2005,06,28,17.2,7.7,2.4499999999999993
2005,06,29,14.9,11.8,3.3500000000000014
2005,06,30,22.8,7.4,5.100000000000001
2005,07,01,23.9,12.1,8.0
2005,07,02,22.7,9.7,6.199999999999999
2005,07,03,19.0,10.7,4.85
2005,07,04,23.6,12.1,7.850000000000001
2005,07,05,26.4,11.5,8.95
2005,07,06,28.5,14.9,11.7
2005,07,07,22.9,15.0,8.95
2005,07,08,28.0,10.4,9.2
2005,07,09,28.9,15.3,12.100000000000001
2005,07,10,25.5,12.7,9.100000000000001
2005,07,11,25.1,11.7,8.399999999999999
2005,07,12,28.7,10.9,9.8
2005,07,13,29.6,14.7,12.149999999999999
2005,07,14,23.6,11.4,7.5
2005,07,15,26.2,8.8,7.5
2005,07,16,22.7,14.3,8.5
2005,07,17,22.7,12.2,7.449999999999999
2005,07,18,26.7,8.6,7.649999999999999
2005,07,19,22.2,8.8,5.5
2005,07,20,20.9,3.8,2.3499999999999996
2005,07,21,23.0,10.0,6.5
2005,07,22,25.3,11.1,8.2
2005,07,23,25.3,14.2,9.75
2005,07,24,16.4,5.9,1.1499999999999986
2005,07,25,18.4,3.3,0.8499999999999996
2005,07,26,20.9,5.7,3.299999999999999
2005,07,27,17.3,8.6,2.9499999999999993
2005,07,28,18.2,3.9,1.049999999999999
2005,07,29,25.4,12.0,8.7
2005,07,30,27.5,15.0,11.25
2005,07,31,31.8,15.1,13.45
2005,08,01,31.0,11.7,11.350000000000001
2005,08,02,25.9,14.3,10.100000000000001
2005,08,03,24.3,8.3,6.300000000000001
2005,08,04,26.4,6.0,6.199999999999999
2005,08,05,30.7,9.6,10.149999999999999
2005,08,06,27.8,10.0,8.899999999999999
2005,08,07,28.9,11.4,10.149999999999999
2005,08,08,22.9,8.6,5.75
2005,08,09,23.3,4.0,3.6500000000000004
2005,08,10,18.0,2.9,0.4499999999999993
2005,08,11,17.8,5.4,1.6000000000000014
2005,08,12,17.9,6.7,2.299999999999999
2005,08,13,20.3,2.0,1.1500000000000004
2005,08,14,21.2,8.9,5.050000000000001
2005,08,15,16.0,4.6,0.3000000000000007
2005,08,16,12.1,8.1,0.09999999999999964
2005,08,17,14.7,10.0,2.3499999999999996
2005,08,18,18.1,8.7,3.4000000000000004
2005,08,19,18.7,7.9,3.3000000000000007
2005,08,20,20.8,3.4,2.0999999999999996
2005,08,21,26.8,9.0,7.899999999999999
2005,08,22,27.2,14.2,10.7
2005,08,23,17.1,13.1,5.100000000000001
2005,08,24,19.0,11.2,5.1
2005,08,25,16.8,10.5,3.6500000000000004
2005,08,26,19.5,9.6,4.550000000000001
2005,08,27,26.6,5.9,6.25
2005,08,28,27.6,7.7,7.650000000000002
2005,08,29,30.6,14.0,12.3
2005,08,30,22.4,9.0,5.699999999999999
2005,08,31,18.8,6.6,2.6999999999999993
2005,09,01,22.1,2.5,2.3000000000000007
2005,09,02,25.4,8.4,6.899999999999999
2005,09,03,28.7,10.9,9.8
2005,09,04,22.4,9.6,6.0
2005,09,05,14.7,7.2,0.9499999999999993
2005,09,06,19.8,2.9,1.3499999999999996
2005,09,07,25.4,6.4,5.899999999999999
2005,09,08,24.9,7.3,6.099999999999998
2005,09,09,24.8,5.8,5.300000000000001
2005,09,10,17.0,10.5,3.75
2005,09,11,15.0,8.6,1.8000000000000007
2005,09,12,15.8,5.3,0.5500000000000007
2005,09,13,13.8,3.0,0
2005,09,14,12.0,6.9,0
2005,09,15,10.8,5.7,0
2005,09,16,12.5,7.2,0
2005,09,17,16.8,5.9,1.3500000000000014
2005,09,18,20.5,5.0,2.75
2005,09,19,22.1,5.6,3.8500000000000014
2005,09,20,18.3,3.4,0.8499999999999996
2005,09,21,16.3,-0.2,0
2005,09,22,16.7,-1.7,0
2005,09,23,13.2,1.0,0
2005,09,24,16.7,-1.3,0
2005,09,25,17.2,2.3,0
2005,09,26,17.7,3.4,0.5499999999999989
2005,09,27,11.4,-1.0,0
2005,09,28,14.3,-4.2,0
2005,09,29,18.4,4.7,1.549999999999999
2005,09,30,16.1,4.8,0.45000000000000107
2005,10,01,9.7,4.8,0
2005,10,02,7.4,1.1,0
2005,10,03,5.7,-4.6,0
2005,10,04,7.3,-7.3,0
2005,10,05,8.3,-7.3,0
2005,10,06,12.1,-2.0,0
2005,10,07,16.4,0.9,0
2005,10,08,16.0,0.3,0
2005,10,09,16.7,-0.9,0
2005,10,10,16.5,0.7,0
2005,10,11,14.8,1.8,0
2005,10,12,15.2,-3.1,0
2005,10,13,17.0,5.5,1.25
2005,10,14,14.5,-0.7,0
2005,10,15,18.3,2.5,0.40000000000000036
2005,10,16,13.0,-1.5,0
2005,10,17,13.1,-2.6,0
2005,10,18,12.5,-2.1,0
2005,10,19,15.3,-2.2,0
2005,10,20,10.1,-1.3,0
2005,10,21,7.9,-7.7,0
2005,10,22,5.8,-9.4,0
2005,10,23,10.1,-5.1,0
2005,10,24,16.2,-1.6,0
2005,10,25,14.4,-5.6,0
2005,10,26,17.7,3.1,0.40000000000000036
2005,10,27,10.3,0.7,0
2005,10,28,6.7,3.0,0
2005,10,29,6.8,2.8,0
2005,10,30,5.5,-3.2,0
2005,10,31,7.6,-6.2,0
2005,11,01,6.4,-1.2,0
2005,11,02,5.9,-3.6,0
2005,11,03,2.5,-3.9,0
2005,11,04,1.6,-0.8,0
2005,11,05,2.1,-4.7,0
2005,11,06,2.7,-7.9,0
2005,11,07,0.0,-7.2,0
2005,11,08,0.4,-1.7,0
2005,11,09,1.5,-5.2,0
2005,11,10,12.5,-1.7,0
2005,11,11,6.8,-3.5,0
2005,11,12,5.4,-5.4,0
2005,11,13,-0.1,-10.3,0
2005,11,14,-1.5,-7.9,0
